"Hero","Vs","Games","W","L","Win %","Elo Shift"
"Timbersaw","Doom","214","87","127","0.40654205607476634","-5.34458094247759"
"Phoenix","Windranger","155","63","92","0.4064516129032258","-6.001536332481245"
"Chaos Knight","Shadow Shaman","64","26","38","0.40625","-3.745610575137044"
"Phoenix","Queen of Pain","160","65","95","0.40625","-4.749285582717738"
"Crystal Maiden","Leshrac","128","52","76","0.40625","-5.25606926685056"
"Pudge","Broodmother","64","26","38","0.40625","-5.436121765667764"
"Axe","Disruptor","64","26","38","0.40625","-7.837051394401312"
"Undying","Shadow Fiend","101","41","60","0.40594059405940597","-3.872971079440203"
"Grimstroke","Chaos Knight","101","41","60","0.40594059405940597","-4.36629827370187"
"Queen of Pain","Pugna","101","41","60","0.40594059405940597","-6.916255764102772"
"Dawnbreaker","Monkey King","170","69","101","0.40588235294117647","-4.561624159293586"
"Bloodseeker","Gyrocopter","69","28","41","0.4057971014492754","-5.838376451181838"
"Phoenix","Keeper of the Light","138","56","82","0.4057971014492754","-5.952896952980665"
"Dawnbreaker","Ursa","69","28","41","0.4057971014492754","-7.095574905739994"
"Invoker","Puck","175","71","104","0.4057142857142857","-6.112575934688404"
"Queen of Pain","Templar Assassin","143","58","85","0.40559440559440557","-5.785920177831405"
"Morphling","Bane","111","45","66","0.40540540540540543","-4.402661675067989"
"Earth Spirit","Bane","74","30","44","0.40540540540540543","-5.186459234752224"
"Weaver","Wraith King","74","30","44","0.40540540540540543","-5.346388601530898"
"Tusk","Enigma","148","60","88","0.40540540540540543","-5.603342514637014"
"Undying","Visage","74","30","44","0.40540540540540543","-5.891836710694567"
"Rubick","Venomancer","111","45","66","0.40540540540540543","-7.694580028270858"
"Ancient Apparition","Jakiro","84","34","50","0.40476190476190477","-4.647139487214595"
"Puck","Lycan","126","51","75","0.40476190476190477","-5.598671720475168"
"Pangolier","Chen","173","70","103","0.4046242774566474","-5.224002550042954"
"Night Stalker","Tiny","131","53","78","0.40458015267175573","-4.786689530084982"
"Jakiro","Lifestealer","89","36","53","0.4044943820224719","-6.2783965102842805"
"Dawnbreaker","Mars","183","74","109","0.40437158469945356","-4.513626478821073"
"Snapfire","Enigma","141","57","84","0.40425531914893614","-6.775130571570655"
"Dawnbreaker","Puck","240","97","143","0.4041666666666667","-5.286560499824501"
"Enchantress","Bane","193","78","115","0.40414507772020725","-6.851064774654657"
"Primal Beast","Leshrac","146","59","87","0.4041095890410959","-4.981946640188192"
"Clockwerk","Elder Titan","99","40","59","0.40404040404040403","-4.921696813598919"
"Queen of Pain","Centaur Warrunner","99","40","59","0.40404040404040403","-5.123864114486434"
"Muerta","Enigma","52","21","31","0.40384615384615385","-3.6467043747642656"
"Axe","Primal Beast","52","21","31","0.40384615384615385","-4.115229325906683"
"Phoenix","Legion Commander","52","21","31","0.40384615384615385","-4.775895869638408"
"Mars","Oracle","52","21","31","0.40384615384615385","-5.147940163183502"
"Nyx Assassin","Warlock","52","21","31","0.40384615384615385","-5.183834470836102"
"Abaddon","Phantom Assassin","52","21","31","0.40384615384615385","-7.061527168880911"
"Nature's Prophet","Elder Titan","52","21","31","0.40384615384615385","-7.773714515812508"
"Lich","Storm Spirit","109","44","65","0.4036697247706422","-6.911653633719157"
"Vengeful Spirit","Dark Seer","57","23","34","0.40350877192982454","-4.309450623534674"
"Drow Ranger","Batrider","57","23","34","0.40350877192982454","-4.918576052983062"
"Clinkz","Doom","57","23","34","0.40350877192982454","-6.389960230167435"
"Drow Ranger","Timbersaw","57","23","34","0.40350877192982454","-8.318473223457033"
"Jakiro","Invoker","119","48","71","0.40336134453781514","-6.499003159383382"
"Axe","Chen","62","25","37","0.4032258064516129","-4.181923045407339"
"Lion","Enigma","62","25","37","0.4032258064516129","-6.133031568073357"
"Brewmaster","Shadow Shaman","62","25","37","0.4032258064516129","-7.828150401899508"
"Puck","Naga Siren","129","52","77","0.40310077519379844","-3.3739516591809813"
"Rubick","Earthshaker","129","52","77","0.40310077519379844","-7.717762089253968"
"Primal Beast","Alchemist","67","27","40","0.40298507462686567","-5.344650690460924"
"Pugna","Faceless Void","67","27","40","0.40298507462686567","-6.799235745171223"
"Bloodseeker","Bane","72","29","43","0.4027777777777778","-4.215342568662545"
"Underlord","Lion","72","29","43","0.4027777777777778","-5.351929591004205"
"Pangolier","Bane","360","145","215","0.4027777777777778","-5.377255538568884"
"Axe","Dark Willow","72","29","43","0.4027777777777778","-5.409881379115042"
"Earth Spirit","Templar Assassin","72","29","43","0.4027777777777778","-5.938865826828792"
"Ember Spirit","Naga Siren","149","60","89","0.40268456375838924","-5.220688559463165"
"Disruptor","Shadow Shaman","77","31","46","0.4025974025974026","-2.6603354237486543"
"Void Spirit","Alchemist","82","33","49","0.4024390243902439","-5.705490525424568"
"Undying","Jakiro","87","35","52","0.40229885057471265","-7.12094388551921"
"Tidehunter","Chen","92","37","55","0.40217391304347827","-3.9856056259698165"
"Disruptor","Legion Commander","92","37","55","0.40217391304347827","-7.122964582947774"
"Silencer","Shadow Demon","97","39","58","0.4020618556701031","-6.831798434326282"
"Terrorblade","Earthshaker","102","41","61","0.4019607843137255","-4.220189383233636"
"Death Prophet","Mirana","219","88","131","0.4018264840182648","-4.291748960946214"
"Hoodwink","Lifestealer","117","47","70","0.4017094017094017","-6.938965190712142"
"Terrorblade","Keeper of the Light","122","49","73","0.4016393442622951","-6.491987420009498"
"Mars","Crystal Maiden","132","53","79","0.4015151515151515","-4.852824975538184"
"Ursa","Doom","132","53","79","0.4015151515151515","-4.8549979720181895"
"Morphling","Pugna","147","59","88","0.4013605442176871","-5.419735558785854"
"Luna","Bane","172","69","103","0.4011627906976744","-4.0013474998980705"
"Grimstroke","Bane","237","95","142","0.4008438818565401","-3.796419839792607"
"Silencer","Tiny","252","101","151","0.4007936507936508","-5.429356135533884"
"Dawnbreaker","Io","55","22","33","0.4","-2.1280791023634857"
"Dark Willow","Alchemist","75","30","45","0.4","-3.934235134409801"
"Techies","Faceless Void","100","40","60","0.4","-3.9381089639127627"
"Skywrath Mage","Invoker","65","26","39","0.4","-3.972595602801467"
"Techies","Dragon Knight","85","34","51","0.4","-4.537928942006694"
"Spirit Breaker","Grimstroke","90","36","54","0.4","-4.954920842478555"
"Brewmaster","Storm Spirit","120","48","72","0.4","-5.151680544629778"
"Bloodseeker","Monkey King","115","46","69","0.4","-5.398252867496225"
"Ancient Apparition","Nature's Prophet","60","24","36","0.4","-5.440805307099159"
"Marci","Treant Protector","105","42","63","0.4","-5.453153620859987"
"Broodmother","Kunkka","50","20","30","0.4","-5.484003739796078"
"Sniper","Magnus","55","22","33","0.4","-5.776010349064158"
"Skywrath Mage","Treant Protector","75","30","45","0.4","-5.790081236293317"
"Mars","Drow Ranger","60","24","36","0.4","-5.8317135741034365"
"Sven","Slark","70","28","42","0.4","-5.933466393830462"
"Lion","Mirana","125","50","75","0.4","-6.00509613751913"
"Alchemist","Lifestealer","50","20","30","0.4","-6.225406771587996"
"Mars","Chaos Knight","155","62","93","0.4","-6.379927257210503"
"Pugna","Io","60","24","36","0.4","-6.38998059546131"
"Morphling","Viper","55","22","33","0.4","-6.552390047855965"
"Void Spirit","Naga Siren","75","30","45","0.4","-6.600105925581256"
"Phantom Lancer","Beastmaster","60","24","36","0.4","-6.780524562493567"
"Juggernaut","Timbersaw","70","28","42","0.4","-6.887483992612545"
"Sven","Templar Assassin","115","46","69","0.4","-6.944222924847906"
"Morphling","Enigma","110","44","66","0.4","-6.9635347889054815"
"Io","Marci","60","24","36","0.4","-6.9845597494084055"
"Hoodwink","Treant Protector","205","82","123","0.4","-7.020611293672048"
"Faceless Void","Bane","100","40","60","0.4","-7.074073196067442"
"Rubick","Elder Titan","135","54","81","0.4","-7.498297178260092"
"Phantom Lancer","Monkey King","50","20","30","0.4","-8.007780324796322"
"Earthshaker","Gyrocopter","95","38","57","0.4","-8.11039527647822"
"Void Spirit","Storm Spirit","283","113","170","0.3992932862190813","-5.027603035819291"
"Snapfire","Tiny","476","190","286","0.39915966386554624","-6.1129634181140675"
"Pangolier","Enigma","223","89","134","0.3991031390134529","-5.122740950337869"
"Clockwerk","Alchemist","138","55","83","0.39855072463768115","-6.690080080621683"
"Phoenix","Chen","133","53","80","0.39849624060150374","-3.729503599360144"
"Gyrocopter","Shadow Demon","231","92","139","0.39826839826839827","-6.65672522032647"
"Enchantress","Viper","113","45","68","0.39823008849557523","-7.722562216006531"
"Drow Ranger","Beastmaster","98","39","59","0.3979591836734694","-4.721719423670949"
"Magnus","Faceless Void","98","39","59","0.3979591836734694","-5.612672015304652"
"Ember Spirit","Slark","166","66","100","0.39759036144578314","-5.037981519300144"
"Nyx Assassin","Shadow Demon","78","31","47","0.3974358974358974","-5.537511852596535"
"Sven","Weaver","78","31","47","0.3974358974358974","-7.007921071485103"
"Lion","Treant Protector","78","31","47","0.3974358974358974","-8.069997967409359"
"Jakiro","Enchantress","146","58","88","0.3972602739726027","-5.418275493115559"
"Windranger","Lich","73","29","44","0.3972602739726027","-10.766008687725941"
"Kunkka","Bane","209","83","126","0.39712918660287083","-6.867134560473279"
"Spirit Breaker","Broodmother","68","27","41","0.39705882352941174","-5.308474609461817"
"Io","Elder Titan","68","27","41","0.39705882352941174","-6.417657149003847"
"Luna","Nyx Assassin","63","25","38","0.3968253968253968","-5.237811118281019"
"Razor","Slardar","63","25","38","0.3968253968253968","-5.294338358596432"
"Spirit Breaker","Naga Siren","63","25","38","0.3968253968253968","-5.93531152098981"
"Zeus","Lifestealer","63","25","38","0.3968253968253968","-5.979613743012758"
"Earthshaker","Enigma","63","25","38","0.3968253968253968","-6.367973578672403"
"Void Spirit","Nyx Assassin","63","25","38","0.3968253968253968","-7.364758382112795"
"Silencer","Batrider","184","73","111","0.3967391304347826","-4.6782359746225195"
"Bloodseeker","Treant Protector","58","23","35","0.39655172413793105","-3.953873468693371"
"Spirit Breaker","Void Spirit","116","46","70","0.39655172413793105","-4.153183512612624"
"Phantom Assassin","Lion","58","23","35","0.39655172413793105","-4.721618661524621"
"Razor","Spirit Breaker","58","23","35","0.39655172413793105","-6.635445351881611"
"Elder Titan","Primal Beast","53","21","32","0.39622641509433965","-4.825184366210367"
"Troll Warlord","Io","53","21","32","0.39622641509433965","-4.940327749305787"
"Dark Willow","Mirana","106","42","64","0.39622641509433965","-5.666665933235187"
"Outworld Devourer","Bane","53","21","32","0.39622641509433965","-7.549341486731014"
"Kunkka","Mirana","154","61","93","0.3961038961038961","-5.798075178825841"
"Lina","Templar Assassin","154","61","93","0.3961038961038961","-6.026147258500892"
"Terrorblade","Warlock","101","40","61","0.39603960396039606","-6.082355999872578"
"Dawnbreaker","Death Prophet","96","38","58","0.3958333333333333","-4.445295113626738"
"Grimstroke","Disruptor","96","38","58","0.3958333333333333","-5.289201591910292"
"Zeus","Doom","96","38","58","0.3958333333333333","-5.972531088312579"
"Morphling","Kunkka","134","53","81","0.39552238805970147","-6.445557634063691"
"Dawnbreaker","Dragon Knight","124","49","75","0.3951612903225806","-6.134059955015227"
"Techies","Death Prophet","81","32","49","0.3950617283950617","-6.979954783281414"
"Tusk","Broodmother","119","47","72","0.3949579831932773","-6.586966498334649"
"Brewmaster","Weaver","119","47","72","0.3949579831932773","-6.927779675174486"
"Shadow Shaman","Monkey King","119","47","72","0.3949579831932773","-6.954402150239187"
"Viper","Windranger","114","45","69","0.39473684210526316","-4.717815989872937"
"Slark","Mirana","114","45","69","0.39473684210526316","-5.313122909575678"
"Brewmaster","Pugna","76","30","46","0.39473684210526316","-5.653818111464272"
"Morphling","Nyx Assassin","76","30","46","0.39473684210526316","-6.131071266691329"
"Queen of Pain","Dark Seer","71","28","43","0.39436619718309857","-3.1468628745427476"
"Void Spirit","Chen","71","28","43","0.39436619718309857","-4.054190402570606"
"Kunkka","Chen","71","28","43","0.39436619718309857","-6.469453496658818"
"Legion Commander","Mirana","71","28","43","0.39436619718309857","-6.549400186106057"
"Dawnbreaker","Faceless Void","142","56","86","0.39436619718309857","-6.570159267322151"
"Leshrac","Viper","71","28","43","0.39436619718309857","-8.76628273946188"
"Dawnbreaker","Invoker","104","41","63","0.3942307692307692","-5.429740887876382"
"Phoenix","Bane","99","39","60","0.3939393939393939","-2.7851151401872842"
"Tiny","Legion Commander","66","26","40","0.3939393939393939","-7.216227803203443"
"Puck","Abaddon","127","50","77","0.3937007874015748","-6.6285793918535285"
"Treant Protector","Pugna","61","24","37","0.39344262295081966","-4.4819649498122"
"Lina","Wraith King","61","24","37","0.39344262295081966","-6.107313452988011"
"Razor","Visage","61","24","37","0.39344262295081966","-6.207192566270225"
"Puck","Bane","244","96","148","0.39344262295081966","-6.427991618197137"
"Pugna","Bane","150","59","91","0.3933333333333333","-6.963430911296925"
"Queen of Pain","Naga Siren","89","35","54","0.39325842696629215","-6.466320486467753"
"Bloodseeker","Batrider","112","44","68","0.39285714285714285","-3.412636563777529"
"Grimstroke","Magnus","56","22","34","0.39285714285714285","-4.344765710419262"
"Windranger","Enigma","84","33","51","0.39285714285714285","-4.570435887306227"
"Chaos Knight","Undying","56","22","34","0.39285714285714285","-4.713323253686467"
"Axe","Shadow Shaman","56","22","34","0.39285714285714285","-5.234928059546795"
"Ursa","Alchemist","56","22","34","0.39285714285714285","-5.4083457053564885"
"Magnus","Bane","56","22","34","0.39285714285714285","-5.677687345306791"
"Zeus","Terrorblade","84","33","51","0.39285714285714285","-6.4154899677934445"
"Hoodwink","Naga Siren","112","44","68","0.39285714285714285","-7.000758128980798"
"Pangolier","Kez","56","22","34","0.39285714285714285","-8.115744294194457"
"Slark","Treant Protector","84","33","51","0.39285714285714285","-8.824185161741955"
"Beastmaster","Medusa","191","75","116","0.39267015706806285","-6.876651941043393"
"Razor","Pugna","79","31","48","0.3924050632911392","-6.584607279583103"
"Tusk","Magnus","158","62","96","0.3924050632911392","-6.82714207583983"
"Dragon Knight","Enigma","130","51","79","0.3923076923076923","-6.217195254852553"
"Undying","Pugna","130","51","79","0.3923076923076923","-6.836738844478801"
"Ogre Magi","Nyx Assassin","51","20","31","0.39215686274509803","-3.4117919254854714"
"Snapfire","Juggernaut","102","40","62","0.39215686274509803","-4.816615822766476"
"Nyx Assassin","Keeper of the Light","102","40","62","0.39215686274509803","-4.8640453585315875"
"Razor","Mirana","102","40","62","0.39215686274509803","-5.0602727568668"
"Ogre Magi","Undying","51","20","31","0.39215686274509803","-9.22042840742509"
"Mars","Mirana","273","107","166","0.39194139194139194","-6.431706592270035"
"Lycan","Naga Siren","74","29","45","0.3918918918918919","-4.787197529025454"
"Troll Warlord","Batrider","97","38","59","0.3917525773195876","-6.90877137859596"
"Gyrocopter","Keeper of the Light","97","38","59","0.3917525773195876","-8.495856437586962"
"Snapfire","Luna","166","65","101","0.39156626506024095","-5.596475090712894"
"Templar Assassin","Naga Siren","69","27","42","0.391304347826087","-5.870068834781548"
"Queen of Pain","Shadow Fiend","138","54","84","0.391304347826087","-6.10666849954459"
"Night Stalker","Weaver","69","27","42","0.391304347826087","-7.20000474080564"
"Lycan","Leshrac","69","27","42","0.391304347826087","-7.756247386301502"
"Grimstroke","Death Prophet","133","52","81","0.39097744360902253","-5.362475930015718"
"Lich","Monkey King","110","43","67","0.39090909090909093","-3.1516519635421005"
"Winter Wyvern","Pangolier","110","43","67","0.39090909090909093","-6.765311523025195"
"Void Spirit","Slardar","87","34","53","0.39080459770114945","-6.317786141562647"
"Mars","Phantom Lancer","87","34","53","0.39080459770114945","-6.630208408608102"
"Dawnbreaker","Doom","151","59","92","0.39072847682119205","-5.622918923520059"
"Sand King","Alchemist","64","25","39","0.390625","-4.898440176253034"
"Mars","Outworld Devourer","64","25","39","0.390625","-4.95474716735008"
"Brewmaster","Bane","64","25","39","0.390625","-5.200496916955787"
"Earth Spirit","Alchemist","64","25","39","0.390625","-6.295467266834714"
"Earthshaker","Sven","64","25","39","0.390625","-6.442010937162907"
"Mars","Kez","64","25","39","0.390625","-6.655391700512279"
"Void Spirit","Troll Warlord","64","25","39","0.390625","-7.199863822323291"
"Faceless Void","Dark Willow","64","25","39","0.390625","-9.165203106697303"
"Tusk","Pugna","169","66","103","0.3905325443786982","-7.213921815989625"
"Shadow Fiend","Dark Seer","105","41","64","0.3904761904761905","-6.379630538342067"
"Dawnbreaker","Lycan","82","32","50","0.3902439024390244","-5.762263724982148"
"Crystal Maiden","Puck","141","55","86","0.3900709219858156","-7.077374350982442"
"Slardar","Marci","59","23","36","0.3898305084745763","-4.26076859913732"
"Bloodseeker","Enigma","59","23","36","0.3898305084745763","-5.724825364777836"
"Drow Ranger","Enigma","59","23","36","0.3898305084745763","-6.009441063263844"
"Dragon Knight","Lich","59","23","36","0.3898305084745763","-8.261103090066"
"Tusk","Weaver","195","76","119","0.38974358974358975","-7.424421378648229"
"Viper","Weaver","95","37","58","0.3894736842105263","-6.1574061549712225"
"Lifestealer","Batrider","113","44","69","0.3893805309734513","-5.55282703626324"
"Phoenix","Huskar","54","21","33","0.3888888888888889","-3.2727536417532597"
"Ogre Magi","Ursa","54","21","33","0.3888888888888889","-4.178770836506067"
"Zeus","Ursa","54","21","33","0.3888888888888889","-4.862143845109721"
"Batrider","Bounty Hunter","72","28","44","0.3888888888888889","-5.237569485446164"
"Phoenix","Medusa","108","42","66","0.3888888888888889","-6.165544244500129"
"Void Spirit","Nature's Prophet","72","28","44","0.3888888888888889","-6.451703455211948"
"Doom","Leshrac","144","56","88","0.3888888888888889","-7.025752952471263"
"Queen of Pain","Mirana","108","42","66","0.3888888888888889","-8.097068371707927"
"Templar Assassin","Huskar","54","21","33","0.3888888888888889","-8.111428683289976"
"Shadow Fiend","Viper","54","21","33","0.3888888888888889","-10.608095626520328"
"Kunkka","Elder Titan","54","21","33","0.3888888888888889","-11.908913261847935"
"Axe","Snapfire","85","33","52","0.38823529411764707","-4.882622155315564"
"Hoodwink","Mirana","255","99","156","0.38823529411764707","-6.66110993872727"
"Snapfire","Keeper of the Light","152","59","93","0.3881578947368421","-7.685030005419982"
"Dark Willow","Undying","67","26","41","0.3880597014925373","-5.957560696555881"
"Tidehunter","Shadow Fiend","67","26","41","0.3880597014925373","-7.052969054036124"
"Tidehunter","Shadow Demon","165","64","101","0.3878787878787879","-7.188151674353521"
"Kunkka","Lifestealer","147","57","90","0.3877551020408163","-6.068595528166816"
"Vengeful Spirit","Enchantress","80","31","49","0.3875","-4.6066214083110015"
"Lich","Gyrocopter","62","24","38","0.3870967741935484","-5.427939465255925"
"Phoenix","Dazzle","62","24","38","0.3870967741935484","-6.498383982118965"
"Void Spirit","Keeper of the Light","155","60","95","0.3870967741935484","-6.750494729253557"
"Broodmother","Disruptor","106","41","65","0.3867924528301887","-8.362914031174862"
"Phantom Assassin","Templar Assassin","75","29","46","0.38666666666666666","-3.7387539502432885"
"Shadow Fiend","Sand King","75","29","46","0.38666666666666666","-6.03402350557363"
"Rubick","Monkey King","329","127","202","0.3860182370820669","-7.276759551850151"
"Jakiro","Lycan","57","22","35","0.38596491228070173","-4.878578527410319"
"Void Spirit","Tidehunter","171","66","105","0.38596491228070173","-7.177240780912565"
"Bloodseeker","Juggernaut","70","27","43","0.38571428571428573","-5.271925177864205"
"Visage","Monkey King","70","27","43","0.38571428571428573","-5.59884978410184"
"Grimstroke","Mirana","140","54","86","0.38571428571428573","-5.939058325440037"
"Phantom Assassin","Muerta","70","27","43","0.38571428571428573","-7.230907934632798"
"Tidehunter","Mirana","153","59","94","0.38562091503267976","-6.356463820547406"
"Phantom Assassin","Weaver","83","32","51","0.3855421686746988","-4.485641294174787"
"Dawnbreaker","Winter Wyvern","109","42","67","0.3853211009174312","-6.202768570954864"
"Lion","Centaur Warrunner","109","42","67","0.3853211009174312","-8.144188113934678"
"Gyrocopter","Bristleback","135","52","83","0.3851851851851852","-5.8983142021675565"
"Windranger","Treant Protector","78","30","48","0.38461538461538464","-2.7240816996503616"
"Templar Assassin","Phantom Lancer","65","25","40","0.38461538461538464","-6.773412189062709"
"Luna","Naga Siren","78","30","48","0.38461538461538464","-6.885289448338124"
"Dark Willow","Elder Titan","52","20","32","0.38461538461538464","-7.4553485589111395"
"Techies","Slardar","52","20","32","0.38461538461538464","-7.850940328153252"
"Ursa","Abaddon","65","25","40","0.38461538461538464","-7.852296119347383"
"Ember Spirit","Chen","151","58","93","0.3841059602649007","-4.457062912793326"
"Terrorblade","Faceless Void","125","48","77","0.384","-6.774832176082595"
"Primal Beast","Enigma","112","43","69","0.38392857142857145","-8.182801547132243"
"Luna","Medusa","86","33","53","0.38372093023255816","-7.326996749503345"
"Phoenix","Mirana","146","56","90","0.3835616438356164","-6.268683368576618"
"Phantom Assassin","Invoker","73","28","45","0.3835616438356164","-8.446357625289275"
"Spirit Breaker","Faceless Void","60","23","37","0.38333333333333336","-6.11063348942811"
"Lina","Shadow Demon","120","46","74","0.38333333333333336","-6.415738437528898"
"Crystal Maiden","Elder Titan","60","23","37","0.38333333333333336","-9.52333606897589"
"Centaur Warrunner","Chen","107","41","66","0.38317757009345793","-5.147734540203021"
"Underlord","Monkey King","94","36","58","0.3829787234042553","-6.385070698605492"
"Warlock","Treant Protector","81","31","50","0.38271604938271603","-6.337346704915555"
"Leshrac","Slardar","81","31","50","0.38271604938271603","-7.2652772729622646"
"Void Spirit","Io","102","39","63","0.38235294117647056","-5.454965830118661"
"Silencer","Lina","68","26","42","0.38235294117647056","-7.2009139938571325"
"Sand King","Anti-Mage","68","26","42","0.38235294117647056","-7.916002182793992"
"Muerta","Dark Seer","68","26","42","0.38235294117647056","-8.367057460170448"
"Broodmother","Batrider","89","34","55","0.38202247191011235","-7.762975764919025"
"Mars","Chen","110","42","68","0.38181818181818183","-5.558348981819859"
"Mars","Naga Siren","110","42","68","0.38181818181818183","-6.279845893608564"
"Techies","Pugna","165","63","102","0.38181818181818183","-7.584943062250756"
"Terrorblade","Bloodseeker","97","37","60","0.38144329896907214","-6.252472167888333"
"Tusk","Muerta","202","77","125","0.3811881188118812","-8.83409897150574"
"Bloodseeker","Io","63","24","39","0.38095238095238093","-5.042386104151143"
"Ursa","Bane","84","32","52","0.38095238095238093","-5.947026230254303"
"Axe","Templar Assassin","63","24","39","0.38095238095238093","-7.386336697756488"
"Lifestealer","Doom","63","24","39","0.38095238095238093","-8.235114964402378"
"Lion","Windranger","105","40","65","0.38095238095238093","-8.266653497736923"
"Dawnbreaker","Night Stalker","63","24","39","0.38095238095238093","-8.504097455324835"
"Timbersaw","Clinkz","63","24","39","0.38095238095238093","-8.991397477296875"
"Pangolier","Elder Titan","126","48","78","0.38095238095238093","-9.11602998795251"
"Mirana","Naga Siren","113","43","70","0.3805309734513274","-8.431062641463713"
"Shadow Demon","Elder Titan","92","35","57","0.3804347826086957","-6.388227728007952"
"Windranger","Nature's Prophet","92","35","57","0.3804347826086957","-6.726697968189333"
"Windranger","Faceless Void","92","35","57","0.3804347826086957","-6.96084169273859"
"Brewmaster","Tidehunter","92","35","57","0.3804347826086957","-6.972187613887279"
"Underlord","Mirana","92","35","57","0.3804347826086957","-7.93393046801153"
"Void Spirit","Ember Spirit","255","97","158","0.3803921568627451","-8.076144816241397"
"Ursa","Naga Siren","71","27","44","0.38028169014084506","-6.8068168210485345"
"Axe","Undying","71","27","44","0.38028169014084506","-7.55051601233866"
"Lion","Medusa","71","27","44","0.38028169014084506","-7.9587680313826725"
"Winter Wyvern","Keeper of the Light","71","27","44","0.38028169014084506","-8.603153130502097"
"Tiny","Kez","71","27","44","0.38028169014084506","-10.831987906346082"
"Sand King","Night Stalker","50","19","31","0.38","-6.694219953010537"
"Ringmaster","Shadow Shaman","100","38","62","0.38","-6.731029275980385"
"Dragon Knight","Monkey King","200","76","124","0.38","-7.11953819972432"
"Ursa","Mirana","108","41","67","0.37962962962962965","-7.043511487559905"
"Spirit Breaker","Mirana","87","33","54","0.3793103448275862","-5.2570297934774715"
"Bloodseeker","Medusa","87","33","54","0.3793103448275862","-5.389235720044002"
"Terrorblade","Lifestealer","87","33","54","0.3793103448275862","-6.09867318833229"
"Jakiro","Faceless Void","58","22","36","0.3793103448275862","-6.373713252608395"
"Terrorblade","Naga Siren","116","44","72","0.3793103448275862","-6.757475685381617"
"Dawnbreaker","Enigma","145","55","90","0.3793103448275862","-7.070457454026212"
"Skywrath Mage","Medusa","116","44","72","0.3793103448275862","-7.695282077678564"
"Phoenix","Alchemist","124","47","77","0.3790322580645161","-2.62794204561033"
"Techies","Tidehunter","95","36","59","0.37894736842105264","-7.449707105769204"
"Spirit Breaker","Wraith King","66","25","41","0.3787878787878788","-4.389296627065309"
"Viper","Marci","66","25","41","0.3787878787878788","-4.981171611563822"
"Ursa","Sand King","66","25","41","0.3787878787878788","-6.6949967437702735"
"Primal Beast","Lifestealer","103","39","64","0.3786407766990291","-6.093025091416504"
"Rubick","Bane","185","70","115","0.3783783783783784","-8.086504369837066"
"Templar Assassin","Mirana","156","59","97","0.3782051282051282","-7.691568483486131"
"Wraith King","Bane","135","51","84","0.37777777777777777","-8.074184898821915"
"Queen of Pain","Chaos Knight","53","20","33","0.37735849056603776","-7.384264891076824"
"Zeus","Mirana","61","23","38","0.3770491803278688","-7.380448297411488"
"Dragon Knight","Visage","69","26","43","0.37681159420289856","-4.513406440006994"
"Ursa","Chen","69","26","43","0.37681159420289856","-5.018736658475958"
"Crystal Maiden","Skywrath Mage","69","26","43","0.37681159420289856","-7.451860338336293"
"Sven","Alchemist","69","26","43","0.37681159420289856","-9.06498716619749"
"Muerta","Ancient Apparition","77","29","48","0.37662337662337664","-7.506962057164823"
"Grimstroke","Templar Assassin","170","64","106","0.3764705882352941","-6.374278762326563"
"Undying","Lycan","93","35","58","0.3763440860215054","-7.589876130658365"
"Dragon Knight","Bane","186","70","116","0.3763440860215054","-7.919235751153486"
"Phoenix","Faceless Void","101","38","63","0.37623762376237624","-5.508685194904368"
"Dawnbreaker","Muerta","109","41","68","0.3761467889908257","-6.409740282537329"
"Queen of Pain","Nature's Prophet","117","44","73","0.37606837606837606","-7.665235776807371"
"Lina","Shadow Shaman","72","27","45","0.375","-5.431163949959011"
"Brewmaster","Bristleback","72","27","45","0.375","-5.521112405970156"
"Skywrath Mage","Marci","64","24","40","0.375","-5.601204772724623"
"Dawnbreaker","Warlock","104","39","65","0.375","-6.132268603071684"
"Sand King","Naga Siren","64","24","40","0.375","-6.2449027579263685"
"Sand King","Bristleback","96","36","60","0.375","-7.246198931331437"
"Techies","Muerta","56","21","35","0.375","-7.262003351821406"
"Warlock","Sven","56","21","35","0.375","-7.61461451470367"
"Sniper","Crystal Maiden","64","24","40","0.375","-7.684236757626007"
"Night Stalker","Void Spirit","56","21","35","0.375","-7.707503586560109"
"Lina","Centaur Warrunner","96","36","60","0.375","-7.738403131842625"
"Invoker","Alchemist","72","27","45","0.375","-8.110588733058794"
"Jakiro","Mirana","112","42","70","0.375","-8.138172975936671"
"Puck","Huskar","56","21","35","0.375","-8.372945888882864"
"Dawnbreaker","Mirana","96","36","60","0.375","-8.423067305254508"
"Clinkz","Storm Spirit","56","21","35","0.375","-9.027344388029457"
"Sven","Enigma","72","27","45","0.375","-9.193433218818296"
"Earthshaker","Abaddon","64","24","40","0.375","-9.7436568470055"
"Ringmaster","Bane","64","24","40","0.375","-14.235081952490862"
"Dawnbreaker","Clockwerk","195","73","122","0.37435897435897436","-6.93022940373459"
"Morphling","Leshrac","107","40","67","0.37383177570093457","-6.678252379802645"
"Dawnbreaker","Weaver","91","34","57","0.37362637362637363","-7.553912070423802"
"Lifestealer","Sven","91","34","57","0.37362637362637363","-9.255941250182104"
"Gyrocopter","Naga Siren","83","31","52","0.37349397590361444","-7.587176593400215"
"Winter Wyvern","Hoodwink","83","31","52","0.37349397590361444","-8.069484894263113"
